Status;Device ID;Location;Machine;Product;Category;Transaction;TransDate;Type;RCoil;RPrice;RQty;MCoil;MPrice;MQty;LineTotal;TransTotal;Prcd Date;;Count of Transaction;Column Labels;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15213678702;06/06/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;15213858135;06/06/2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15214201987;06/06/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Double Cheese;Food;15214453609;06/06/2022;Credit;123;1.25;1;123;1.25;1;1.25;1.25;06/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Original;Food;15214458582;06/06/2022;Credit;124;1.25;1;124;1.25;1;1.25;1.25;06/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Lenny & Larrys - Chocolate Chip;Food;15214460795;06/06/2022;Credit;158;2;1;158;2;1;2;2;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15214492628;06/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Oreo Mini;Food;15214506870;06/06/2022;Cash;122;1.5;1;122;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15214751287;06/06/2022;Credit;146;3;1;146;3;1;3;3;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15215044852;06/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15215045492;06/06/2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15215045702;06/06/2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15215045990;06/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15215116651;06/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Blueberry;Food;15215488028;07/06/2022;Cash;132;1.5;1;132;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15215490149;07/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;06/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15215977125;07/06/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;07/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Salsa;Food;15216383700;07/06/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;RXBAR - Protein Bar - Peanut Butter;Food;15216710657;07/06/2022;Cash;135;2;1;135;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;BodyArmor LYTE  - Peach Mango;Water;15216852842;07/06/2022;Cash;147;2.5;1;147;2.5;1;2.5;2.5;07/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;15217356326;07/06/2022;Cash;138;2;1;138;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15217916215;07/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;3.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Wonderful Pistachios - Variety;Food;15217916215;07/06/2022;Credit;134;2;1;134;2;1;2;3.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;15218013057;07/06/2022;Cash;139;2.5;1;139;2.5;1;2.5;2.5;07/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;15218138631;07/06/2022;Credit;137;2;1;137;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Goldfish Baked - Cheddar;Food;15218150870;07/06/2022;Credit;122;1.25;1;122;1.25;1;1.25;1.25;07/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;CheezIt - Original;Food;15218263660;07/06/2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;15218286062;07/06/2022;Credit;113;1.5;1;113;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;BodyArmor LYTE  - Peach Mango;Water;15218388838;07/06/2022;Cash;147;2.5;1;147;2.5;1;2.5;2.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Oreo Mini;Food;15218448377;07/06/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pop Corners - Kettle Corn;Food;15218515524;07/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15218602582;07/06/2022;Cash;146;3;1;146;3;1;3;3;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15218715928;07/06/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15218881396;07/06/2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15219042452;07/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15219123158;07/06/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Wonderful Pistachios - Variety;Food;15219162303;07/06/2022;Credit;134;2;1;134;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Original;Food;15219187928;07/06/2022;Cash;124;1.25;1;124;1.25;1;1.25;1.25;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15219198818;07/06/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Oreo Single Server 6 ct;Food;15219212711;07/06/2022;Cash;138;2;1;138;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15219395265;07/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Original;Food;15219472605;07/06/2022;Credit;124;1.25;1;124;1.25;1;1.25;1.25;07/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Pop Corners - Spicy Queso;Food;15219491318;07/06/2022;Credit;111;1.5;2;111;1.5;2;3;3;07/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;CheezIt - Original;Food;15219492912;07/06/2022;Credit;125;1.25;1;125;1.25;1;1.25;1.25;07/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;S. Pellegrino Sparkling Mineral Water;Water;15219753000;07/06/2022;Cash;143;2;1;143;2;1;2;2;07/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Kupang strawberry kiwi;Non Carbonated;15219754380;07/06/2022;Cash;144;2.75;1;144;2.75;1;2.75;2.75;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15220341382;07/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15220346223;07/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15220351441;07/06/2022;Cash;144;3;1;144;3;1;3;3;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15220360430;07/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15220366926;07/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15220367921;07/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;07/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15221081325;08/06/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Go Paks;Food;15221898686;08/06/2022;Cash;150;3;1;150;3;1;3;3;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15222069023;08/06/2022;Credit;125;1.5;1;125;1.5;1;1.5;3;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15222069023;08/06/2022;Credit;110;1.5;1;110;1.5;1;1.5;3;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;15222088568;08/06/2022;Credit;131;2;1;131;2;1;2;3.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15222088568;08/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;3.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Seapoint Farms Dry Roasted Edamame - Wasabi;Food;15222671887;08/06/2022;Credit;133;2.5;1;133;2.5;1;2.5;2.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;SunChips Multigrain - Harvest Cheddar;Food;15222897136;08/06/2022;Credit;112;1.5;1;112;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Lenny & Larrys - SnickerDoodle;Food;15223036520;08/06/2022;Credit;157;3;1;157;3;1;3;3;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Bai Antioxidant - Tanzania Lemon Super Tea;Non Carbonated;15223124437;08/06/2022;Credit;145;2.75;1;145;2.75;1;2.75;2.75;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15223491318;08/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Salsa;Food;15223803856;08/06/2022;Credit;111;1.5;1;111;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15224095239;08/06/2022;Credit;142;1.5;1;142;1.5;1;1.5;5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pop Corners - Sea Salt;Food;15224095239;08/06/2022;Credit;111;1.5;1;111;1.5;1;1.5;5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Genius Keto Bar - Chocolate Dream;Food;15224095239;08/06/2022;Credit;136;2;1;136;2;1;2;5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Oreo Mini;Food;15224190186;08/06/2022;Credit;121;1.5;1;121;1.5;1;1.5;3.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Iberia Coconut Water;Non Carbonated;15224190186;08/06/2022;Credit;140;2;1;140;2;1;2;3.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15224222557;08/06/2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15224414942;08/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;15224629271;08/06/2022;Cash;136;2.5;1;136;2.5;1;2.5;2.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;15224637664;08/06/2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Raspberry;Food;15224640822;08/06/2022;Cash;130;1.5;1;130;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;15224711957;08/06/2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;V8 Vegetable Juice - Original;Non Carbonated;15224774946;08/06/2022;Cash;141;2;1;141;2;1;2;2;08/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;15224905967;08/06/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Takis - Hot Chilli Pepper & Lime;Food;15224906971;08/06/2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15224997369;08/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;08/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Oreo Single Server 6 ct;Food;15225019882;08/06/2022;Credit;138;2;1;138;2;1;2;2;08/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15225762167;08/06/2022;Cash;146;3;1;146;3;1;3;3;08/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Belvita Snack Packs - Cinnamon;Food;15226524728;09/06/2022;Cash;120;1.25;1;120;1.25;1;1.25;1.25;09/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Kupang strawberry kiwi;Non Carbonated;15227304004;09/06/2022;Cash;144;2.75;1;144;2.75;1;2.75;2.75;09/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;15227395112;09/06/2022;Cash;138;2;1;138;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Lemon;Non Carbonated;15228267853;09/06/2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15228266771;09/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15228272366;09/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Munchies Snack mix Flaming Hot;Food;15228287017;09/06/2022;Credit;121;2;2;121;2;2;4;4;09/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Wonderful Pistachios - Variety;Food;15228704269;09/06/2022;Credit;134;2;1;134;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Keto Bar - Creamy Peanut Butter Chocolate;Food;15228737002;09/06/2022;Cash;139;2;1;139;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;15228857679;09/06/2022;Credit;139;2.5;1;139;2.5;1;2.5;5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;15228857679;09/06/2022;Credit;145;2.5;1;145;2.5;1;2.5;5;09/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;15228906364;09/06/2022;Cash;138;2;1;138;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Snapple Diet Tea - Lemon;Non Carbonated;15228918382;09/06/2022;Credit;143;2.5;1;143;2.5;1;2.5;2.5;09/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Energy Drink - Sugar Free;Carbonated;15228925768;09/06/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;RXBAR - Protein Bar - Peanut Butter;Food;15228956197;09/06/2022;Credit;133;2;1;133;2;1;2;4;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;KitKat - Crisp Wafers;Food;15228956197;09/06/2022;Credit;130;2;1;130;2;1;2;4;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Seapoint Farms Dry Roasted Edamame - Wasabi;Food;15228969261;09/06/2022;Credit;135;2.5;1;135;2.5;1;2.5;2.5;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Iberia Coconut Water;Non Carbonated;15228976226;09/06/2022;Credit;142;2;1;142;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;15228983765;09/06/2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Wonderful Pistachios - Variety;Food;15228994457;09/06/2022;Credit;133;2;1;133;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15229354405;09/06/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Raspberry;Food;15229354649;09/06/2022;Cash;130;1.5;1;130;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Wonderful Pistachios - Variety;Food;15229357705;09/06/2022;Credit;134;2;1;134;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;CheezIt - Original;Food;15230231037;09/06/2022;Credit;123;1.5;1;123;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15230287778;09/06/2022;Credit;146;3;1;146;3;1;3;3;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Puffs;Food;15230347323;09/06/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Lays - Classic;Food;15230351868;09/06/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;15230404890;09/06/2022;Cash;112;2;1;112;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Salsa;Food;15230435716;09/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Salsa;Food;15230436970;09/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;15230654288;09/06/2022;Credit;136;2.5;1;136;2.5;1;2.5;2.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Lays - Classic;Food;15230883708;09/06/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Cheddar Jalapeno;Food;15230890664;09/06/2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Chesters Fries Flaming hot;Food;15230988871;09/06/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;15231040043;09/06/2022;Cash;112;2;1;112;2;1;2;2;09/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15231604722;10/06/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;10/06/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Pop Corners - Sweet & Salty Kettle;Food;15232276338;10/06/2022;Credit;112;1.5;1;112;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Oreo Mini;Food;15232443174;10/06/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Salsa;Food;15232769657;10/06/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Jalapeno;Food;15233488596;10/06/2022;Credit;113;1.5;1;113;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Snapple Diet Tea - Lemon;Non Carbonated;15233856161;10/06/2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;KitKat - Crisp Wafers;Food;15233881463;10/06/2022;Cash;136;1.75;1;136;1.75;1;1.75;1.75;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;15233881551;10/06/2022;Credit;138;2;1;138;2;1;2;2;10/06/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;15233886073;10/06/2022;Credit;138;2;1;138;2;1;2;2;10/06/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Bai Antioxidant - Tanzania Lemon Super Tea;Non Carbonated;15234205453;10/06/2022;Cash;145;2.75;1;145;2.75;1;2.75;2.75;10/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;15234339339;10/06/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;15234525872;10/06/2022;Credit;136;2.5;1;136;2.5;1;2.5;2.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15234533951;10/06/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15234534569;10/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15234543351;10/06/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;15234540764;10/06/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;15234554112;10/06/2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Lays - Classic;Food;15234561404;10/06/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Pop Corners - Sea Salt;Food;15234716173;10/06/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;10/06/2022;;;;;;;;
