Status;Device ID;Location;Machine;Product;Category;Transaction;TransDate;Type;RCoil;RPrice;RQty;MCoil;MPrice;MQty;LineTotal;TransTotal;Prcd Date;;Count of Transaction;Column Labels;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14640019601;01/02/2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;01/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14640581044;01/02/2022;Cash;133;2;1;133;2;1;2;2;01/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14640714028;01/02/2022;Credit;144;2.5;1;144;2.5;1;2.5;4;01/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Poland Springs Water;Water;14640714028;01/02/2022;Credit;142;1.5;1;142;1.5;1;1.5;4;01/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Takis FUGEO mini;Food;14641105524;01/02/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14641554461;01/02/2022;Cash;140;1;1;140;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14641570650;01/02/2022;Cash;140;1;1;140;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Sea Salt;Food;14642220276;01/02/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14642258267;01/02/2022;Cash;142;1;1;142;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14642421560;01/02/2022;Cash;142;1;1;142;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14642739732;01/02/2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642794512;01/02/2022;Cash;140;1;1;140;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642801893;01/02/2022;Cash;140;1;1;140;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642813493;01/02/2022;Cash;140;1;1;140;1;1;1;1;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14642848367;01/02/2022;Cash;146;3;1;146;3;1;3;3;01/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14642850333;01/02/2022;Cash;146;3;1;146;3;1;3;3;01/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14643683510;02/02/2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14644539737;02/02/2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;02/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Takis FUGEO mini;Food;14645187913;02/02/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;02/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Poland Springs Water;Water;14645250806;02/02/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;02/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14645828373;02/02/2022;Credit;137;2;1;137;2;1;2;2;02/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;14646311084;02/02/2022;Credit;122;1.5;1;122;1.5;1;1.5;1.5;02/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14647233635;02/02/2022;Cash;144;3;1;144;3;1;3;3;02/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;S. Pellegrino Sparkling Mineral Water;Water;14647334195;02/02/2022;Cash;143;2;1;143;2;1;2;2;02/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14647809011;02/02/2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14648110886;03/02/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14648420646;03/02/2022;Credit;144;3;1;144;3;1;3;3;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14648745762;03/02/2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14648782282;03/02/2022;Credit;148;3;1;148;3;1;3;3;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14648916034;03/02/2022;Cash;133;2;1;133;2;1;2;2;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14649260765;03/02/2022;Credit;145;2.5;1;145;2.5;1;2.5;2.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14649790167;03/02/2022;Credit;132;2;1;132;2;1;2;2;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14650372909;03/02/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14650374016;03/02/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Jack Links Beef Steak Original;Food;14650483466;03/02/2022;Credit;133;2;1;133;2;1;2;5.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14650483466;03/02/2022;Credit;134;2;1;134;2;1;2;5.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Newtons Fig Bar;Food;14650483466;03/02/2022;Credit;136;1.5;1;136;1.5;1;1.5;5.5;03/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14651030290;03/02/2022;Credit;145;2.5;1;145;2.5;1;2.5;2.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;V8 Vegetable Juice - Original;Non Carbonated;14651261670;03/02/2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651266336;03/02/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651320573;03/02/2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14651323784;03/02/2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14651374734;03/02/2022;Cash;148;3;1;148;3;1;3;3;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Spindrift - Sparkling Water  Lime;Carbonated;14651455961;03/02/2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Belvita Breakfast Cookies - Blueberry;Food;14651458401;03/02/2022;Cash;131;1.5;1;131;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14651522034;03/02/2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651693354;03/02/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14651700602;03/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;V8 Vegetable Juice - Original;Non Carbonated;14651703492;03/02/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14651746101;03/02/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;CheezIt - Original;Food;14651749419;03/02/2022;Cash;125;1;1;125;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652065258;03/02/2022;Cash;142;1;1;142;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652065518;03/02/2022;Cash;140;1;1;140;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652065925;03/02/2022;Cash;140;1;1;140;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Oreo Single Server 6 ct;Food;14652235051;03/02/2022;Cash;138;2;1;138;2;1;2;2;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652235248;03/02/2022;Cash;140;1;1;140;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652245408;03/02/2022;Cash;140;1;1;140;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652327057;03/02/2022;Cash;142;1;1;142;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14652340716;03/02/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652358233;03/02/2022;Cash;140;1;1;140;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652442264;03/02/2022;Cash;142;1;1;142;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652448254;03/02/2022;Cash;142;1;1;142;1;1;1;1;03/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652714877;04/02/2022;Cash;140;1;1;140;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Sea Salt;Food;14652722935;04/02/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652724789;04/02/2022;Cash;141;1;1;141;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Zesty Ranch;Food;14654371924;04/02/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Harvest Cheddar;Food;14654396595;04/02/2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14654542066;04/02/2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Kinder - Bueno - Crispy Creamy Chocolate;Food;14654844299;04/02/2022;Credit;139;2;1;139;2;1;2;2;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond Butter;Carbonated;14655316021;04/02/2022;Cash;135;2;1;135;2;1;2;2;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14655317468;04/02/2022;Cash;137;2;1;137;2;1;2;2;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14655501130;04/02/2022;Credit;138;2;2;138;2;2;4;4;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14655799684;04/02/2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14655811848;04/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14655905253;04/02/2022;Cash;141;1;1;141;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14656159187;04/02/2022;Cash;140;1;1;140;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;BodyArmor LYTE  - Peach Mango;Water;14656157994;04/02/2022;Cash;148;2;1;148;2;1;2;2;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14656200869;04/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14656232835;04/02/2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14656359428;04/02/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656483294;04/02/2022;Cash;141;1;1;141;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14656738811;04/02/2022;Cash;134;2;1;134;2;1;2;2;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656793605;04/02/2022;Cash;141;1;1;141;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14656928802;04/02/2022;Cash;144;3;1;144;3;1;3;3;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656959172;05/02/2022;Cash;141;1;1;141;1;1;1;1;04/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14657172457;05/02/2022;Cash;144;3;1;144;3;1;3;3;05/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14657173620;05/02/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14657184503;05/02/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14657720063;05/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14657909686;05/02/2022;Credit;137;2;1;137;2;1;2;2;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14658268569;05/02/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Keto Krisp - Almond Butter;Carbonated;14658269936;05/02/2022;Cash;135;1.25;1;135;1.25;1;1.25;1.25;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14658376115;05/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14658547557;05/02/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14658550685;05/02/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14658938087;05/02/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Spindrift - Sparkling Water Raspberry Lime;Non Carbonated;14659427620;05/02/2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Miss Vickie's Potato Chip - Jalapeno;Food;14659676194;05/02/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;05/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14660930391;06/02/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;06/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Monster Energy Original;Carbonated;14660971272;06/02/2022;Cash;146;3;1;146;3;1;3;3;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14661248744;06/02/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;KitKat - Crisp Wafers;Food;14661251334;06/02/2022;Cash;130;2;1;130;2;1;2;2;06/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14661331173;06/02/2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14661509975;06/02/2022;Credit;137;2;1;137;2;1;2;2;06/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14661635421;06/02/2022;Credit;144;2.5;1;144;2.5;1;2.5;2.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Good Health Veggie Stix - Sea Salt;Food;14661773325;06/02/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14661887265;06/02/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Zevia Zero Calorie Energy - Mango Ginger;Non Carbonated;14662128280;06/02/2022;Cash;148;2.5;1;148;2.5;1;2.5;2.5;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14662687802;07/02/2022;Credit;144;1.5;2;144;1.5;2;3;3;06/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14662688836;07/02/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;06/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Smokehouse BBQ;Food;14663320332;07/02/2022;Credit;111;1.5;1;111;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bubly - Cherry;Carbonated;14663498695;07/02/2022;Credit;140;1.5;1;140;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Smokehouse BBQ;Food;14663673381;07/02/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond Butter;Carbonated;14663839806;07/02/2022;Credit;135;2;1;135;2;1;2;2;07/02/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14665320687;07/02/2022;Credit;137;2;1;137;2;1;2;2;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14665346142;07/02/2022;Credit;120;1.5;1;120;1.5;1;1.5;3;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14665346142;07/02/2022;Credit;111;1.5;1;111;1.5;1;1.5;3;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14665556811;07/02/2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14666055106;07/02/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;07/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14666062656;07/02/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;07/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14666127240;07/02/2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666503964;07/02/2022;Cash;140;1;1;140;1;1;1;1;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14666946010;07/02/2022;Cash;141;1;1;141;1;1;1;1;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666959800;07/02/2022;Cash;140;1;1;140;1;1;1;1;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666991176;07/02/2022;Cash;140;1;1;140;1;1;1;1;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14667359009;07/02/2022;Cash;141;1;1;141;1;1;1;1;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14667396376;07/02/2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Sea Salt;Food;14667401189;07/02/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14667566664;07/02/2022;Credit;146;3;1;146;3;1;3;3;07/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14667602089;08/02/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14667603465;08/02/2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;07/02/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Miss Vickie's Potato Chip - Sea Salt Original;Food;14668253038;08/02/2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;08/02/2022;;;;;;;;
